PointID,FIPS,parcelsample_n,RPL_THEMES,RelativeRiskWeightV1,RelativeRiskWeightV2,APN,DBT_BEGIN,BEGIN_DATE,FLOOR,ADDRESS,AREA,Shape_Leng
PID.0362404,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13517255,2008-04-28 19:00:00,2036-02-07 00:28:16,1,948 N CHERRY,2195.000000000000000,195.560404850999987
PID.0911564,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13518052,2008-04-28 19:00:00,2036-02-07 00:28:16,1,1011 N CHERRY,5334.000000000000000,298.445858879000014
PID.0559456,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13520071,2008-04-28 19:00:00,2036-02-07 00:28:16,1,1106 W 10TH ST,8027.000000000000000,369.735239271000012
PID.0211348,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13515123,2008-04-28 19:00:00,2036-02-07 00:28:16,2,424 W BROWN RD  240,859.000000000000000,122.617715803999999
PID.0288470,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13524111,2008-04-28 19:00:00,2036-02-07 00:28:16,1,447 W RIO SALADO PKWY  107,878.000000000000000,140.744858999000002
PID.0462009,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13530070B,2016-01-06 18:00:00,2015-11-04 18:00:00,1,509 N ALMA SCHOOL RD,11627.000000000000000,484.987886934000016
PID.0126663,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13519051,2008-04-28 19:00:00,2036-02-07 00:28:16,1,846 W 10TH PL,10899.000000000000000,417.957495617000006
PID.0106059,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13518018,2008-04-28 19:00:00,2036-02-07 00:28:16,1,1026 N REVERE,5401.000000000000000,300.031773817999976
PID.0654935,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13517256,2008-04-28 19:00:00,2036-02-07 00:28:16,1,953 N REVERE,2025.000000000000000,190.613775957999991
PID.0017244,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13517084,2008-04-28 19:00:00,2036-02-07 00:28:16,1,907 N CHERRY,1624.000000000000000,163.327889478000003
PID.0689473,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13522030,2008-04-28 19:00:00,2036-02-07 00:28:16,1,950 W 9TH ST,9243.000000000000000,404.143368853000027
PID.0387079,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13518023,2008-04-28 19:00:00,2036-02-07 00:28:16,1,1056 N REVERE,5385.000000000000000,299.499274636999985
PID.0211360,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13524138,2008-04-28 19:00:00,2036-02-07 00:28:16,2,447 W RIO SALADO PKWY  210,861.000000000000000,138.814434505999998
PID.0087680,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13527011D,2008-04-28 19:00:00,2036-02-07 00:28:16,1,450 N CLEMENT,10165.000000000000000,424.851770499999986
PID.0816449,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13515068,2008-04-28 19:00:00,2036-02-07 00:28:16,1,424 W BROWN RD  135,659.000000000000000,103.932193151999996
PID.0142836,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13515039,2008-04-28 19:00:00,2036-02-07 00:28:16,1,424 W BROWN RD  106,895.000000000000000,124.761638605000002
PID.0332163,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13522068,2008-04-28 19:00:00,2036-02-07 00:28:16,1,855 W 10TH ST,10875.000000000000000,416.089691945000027
PID.0375502,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13522080,2008-04-28 19:00:00,2036-02-07 00:28:16,1,865 N HERITAGE,22600.000000000000000,613.198368137999978
PID.0823114,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13517246,2008-04-28 19:00:00,2036-02-07 00:28:16,1,941 N REVERE,2014.000000000000000,190.075559542000008
PID.0497326,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13526035A,2008-04-28 19:00:00,2036-02-07 00:28:16,1,519 N CHERRY,13069.000000000000000,470.548849680999979
PID.0184485,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13515072,2008-04-28 19:00:00,2036-02-07 00:28:16,1,424 W BROWN RD  139,895.000000000000000,124.848126879000006
PID.0870552,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12030083,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2217 N 27TH PL,13491.000000000000000,469.934943257999976
PID.0174252,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12023038,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2612 N 30TH PL,8777.000000000000000,409.023851029000014
PID.1039692,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12035081A,2016-10-10 19:00:00,2013-06-19 19:00:00,1,2826 N 26TH ST,9682.000000000000000,411.023908441999993
PID.1027600,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12033081,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2633 E VIRGINIA AVE,9464.000000000000000,405.526995495999984
PID.0284674,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12021039,2008-06-23 19:00:00,2036-02-07 00:28:16,1,3025 E CYPRESS ST,7678.000000000000000,376.880249192000008
PID.0183443,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12021062A,2008-06-23 19:00:00,2036-02-07 00:28:16,1,3032 E MONTE VISTA RD,15411.000000000000000,496.876243939999995
PID.0198841,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12021177,2008-06-23 19:00:00,2036-02-07 00:28:16,2,2110 N 32ND ST  226,458.000000000000000,85.619894843200001
PID.0536124,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12021147,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2110 N 32ND ST  140,601.000000000000000,98.151125649400001
PID.0810738,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12036042,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2622 N 25TH PL,17016.000000000000000,603.768079154000020
PID.0835418,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12020108A,2008-06-23 19:00:00,2036-02-07 00:28:16,1,1808 N 32ND ST  116,924.000000000000000,132.450787402999993
PID.1028937,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12024058,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2828 N 29TH PL,7277.000000000000000,375.771531121999999
PID.0515318,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12021028,2008-06-23 19:00:00,2036-02-07 00:28:16,1,3046 E CYPRESS ST,7633.000000000000000,376.210403510999981
PID.0005056,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12033007C,2018-06-12 19:00:00,2018-05-13 19:00:00,1, ,6408.000000000000000,354.992455488000019
PID.0356488,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12020095A,2008-06-23 19:00:00,2036-02-07 00:28:16,1,1808 N 32ND ST  102,953.000000000000000,133.574803158999998
PID.0465401,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12026144,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2944 E MONTE VISTA RD,7591.000000000000000,373.221009766000009
PID.0361996,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12025046A,2019-10-29 19:00:00,2019-10-20 19:00:00,1,2532 N 29TH ST,6825.000000000000000,372.569635045999973
PID.0863209,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12020048B,2008-06-23 19:00:00,2036-02-07 00:28:16,1,3131 E PALM LN,6521.000000000000000,324.487292638999975
PID.0088496,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12026083,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2209 N 29TH ST,7880.000000000000000,377.993625258999998
PID.0323914,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12026130,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2027 N 29TH PL,7802.000000000000000,376.885405506999973
PID.0185145,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12034085,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2801 N 26TH PL,2276.000000000000000,195.815535027000010
PID.0359830,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12021050,2008-06-23 19:00:00,2036-02-07 00:28:16,1,3131 E CYPRESS ST,7758.000000000000000,378.607684478000010
PID.0530524,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12024100,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2602 N 28TH PL,9206.000000000000000,387.641389305000018
PID.0620347,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12036034,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2613 N FOOTE DR,12454.000000000000000,482.102117498999974
PID.0262140,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12027005,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2929 E PALM LN,7391.000000000000000,381.897592579999980
PID.0903741,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12026151B,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2242 N 30TH ST,7964.000000000000000,378.132980052999983
PID.0915996,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12024025,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2616 N 30TH ST,11428.000000000000000,445.696235801999990
PID.0454570,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12035014,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2812 N 24TH PL,8426.000000000000000,385.527845317000015
PID.0138347,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12027023,2008-06-23 19:00:00,2006-01-02 18:00:00,1,2951 E GRANADA RD,12831.000000000000000,453.224010795000027
PID.0992152,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12036053,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2538 N FOOTE DR,10492.000000000000000,429.783904021000012
PID.0575299,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12034089,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2605 E WINDSOR AVE,1938.000000000000000,182.501007729999998
PID.0674428,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12030075,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2201 N 27TH PL,10935.000000000000000,492.174717971000007
PID.0432451,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12035035,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2808 N 25TH ST,9820.000000000000000,412.286870404000013
PID.0617534,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12026091,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2021 N 29TH ST,7601.000000000000000,373.974546486999998
PID.0924057,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12025072,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2310 N 30TH ST,14055.000000000000000,481.109173987000020
PID.0062496,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12026108,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2218 N 29TH PL,7704.000000000000000,375.320657594000011
PID.0977378,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12034027B,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2710 N 28TH ST,9446.000000000000000,401.299168784000017
PID.0808722,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12025009A,2008-06-23 19:00:00,2001-07-23 19:00:00,1,2521 N 29TH PL,6902.000000000000000,373.790206624999996
PID.0856083,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12026133,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2011 N 29TH PL,7433.000000000000000,371.060108178999997
PID.0877124,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12024071,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2620 N 29TH ST,6940.000000000000000,372.178403047000018
PID.0352894,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12022081,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2301 N 30TH ST,7437.000000000000000,362.062138681000022
PID.0489882,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12021130,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2110 N 32ND ST  123,478.000000000000000,87.480398377000000
PID.0718212,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12021174,2008-06-23 19:00:00,2036-02-07 00:28:16,2,2110 N 32ND ST  223,478.000000000000000,87.480398377000000
PID.0009692,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12025060,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2522 N 28TH PL,13633.000000000000000,471.903249634000019
PID.1043117,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12033069A,2020-01-21 18:00:00,2019-06-25 19:00:00,1,2609 N 26TH ST,7812.000000000000000,383.628217098999983
PID.0199547,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12020116A,2008-06-23 19:00:00,2036-02-07 00:28:16,2,1808 N 32ND ST  208,599.000000000000000,108.339670221000006
PID.0407931,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12025070A,2013-11-07 18:00:00,2013-07-30 19:00:00,1,2950 E OAK ST,6640.000000000000000,338.053071073000012
PID.0343977,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12036068B,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2410 N 25TH ST,13022.000000000000000,474.492918917999987
PID.0092558,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12021047,2008-06-23 19:00:00,2036-02-07 00:28:16,1,3109 E CYPRESS ST,7802.000000000000000,379.278152004999981
PID.0740078,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12025038,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2512 N 29TH ST,6743.000000000000000,369.345770790000017
PID.0535227,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12035064,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2837 N 24TH PL,10496.000000000000000,444.310098020999988
PID.0470977,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12035061A,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2524 E CAMBRIDGE AVE,6474.000000000000000,327.332028851000018
PID.0078254,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12026021,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2116 N 28TH PL,7564.000000000000000,371.568916167999987
PID.0073219,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12025101,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2318 N 29TH ST,13605.000000000000000,471.333985052000003
PID.0083900,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12033105,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2635 E HARVARD ST  5,545.000000000000000,102.288843979000006
PID.0071320,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12020101A,2008-06-23 19:00:00,2036-02-07 00:28:16,1,1808 N 32ND ST  108,599.000000000000000,108.339670221000006
PID.0424456,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12024034,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2603 N 29TH ST,8329.000000000000000,391.550569162999977
PID.0108223,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12026028,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2214 N 28TH PL,7599.000000000000000,373.673936191999985
PID.0641468,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12020074,2008-06-23 19:00:00,2036-02-07 00:28:16,1,1816 N 31ST PL,6286.000000000000000,318.040267749999998
PID.0680868,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12036096,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2430 E HARVARD ST,14779.000000000000000,497.074241243000017
PID.0306790,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12027013B,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2926 E GRANADA RD,7615.000000000000000,385.527505172000019
PID.0491965,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12026010,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2802 E MONTE VISTA RD,7382.000000000000000,368.504698442999995
PID.0616428,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12033025,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2311 N 27TH ST,6788.000000000000000,361.019362236999996
PID.0199977,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12025085B,2016-02-03 18:00:00,2015-12-10 18:00:00,1,2309 N 29TH ST,6832.000000000000000,365.760065909999980
PID.0986282,04013111502,64.000000000000000,0.948400000000000,0.186680000000000,0.186680000000000,12026100,2008-06-23 19:00:00,2036-02-07 00:28:16,1,2022 N 29TH PL,7513.000000000000000,372.316361319999999
PID.0198387,04013421902,66.000000000000000,0.973200000000000,0.186680000000000,0.186680000000000,13921095B,2009-07-27 19:00:00,2036-02-07 00:28:16,1,1060 E 6TH AVE,5984.000000000000000,315.025845015000016
PID.0665874,04013421902,66.000000000000000,0.973200000000000,0.186680000000000,0.186680000000000,13920027,2008-05-07 19:00:00,2036-02-07 00:28:16,1,1017 E 7TH AVE,7548.000000000000000,349.556663187000026
PID.0703729,04013421902,66.000000000000000,0.973200000000000,0.186680000000000,0.186680000000000,13923098A,2009-07-27 19:00:00,2036-02-07 00:28:16,1,433 S HOBSON,22123.000000000000000,598.375280937999946
PID.0137035,04013421902,66.000000000000000,0.973200000000000,0.186680000000000,0.186680000000000,13926043X,2009-07-27 19:00:00,2036-02-07 00:28:16,1,658 S HORNE,10003.000000000000000,458.800641722000023
PID.1045969,04013421902,66.000000000000000,0.973200000000000,0.186680000000000,0.186680000000000,13925019,2008-05-07 19:00:00,2036-02-07 00:28:16,1,466 E FRANKLIN AVE,6455.000000000000000,330.839014560000010
PID.0896824,04013421902,66.000000000000000,0.973200000000000,0.186680000000000,0.186680000000000,13924002F,2009-07-27 19:00:00,2036-02-07 00:28:16,1,456 S LESUEUR,12146.000000000000000,463.663244995000014
PID.0882341,04013421902,66.000000000000000,0.973200000000000,0.186680000000000,0.186680000000000,13924238A,2008-05-07 19:00:00,2036-02-07 00:28:16,1,455 S MESA DR  146,596.000000000000000,116.787483209000001
PID.0493864,04013421902,66.000000000000000,0.973200000000000,0.186680000000000,0.186680000000000,13919008A,2009-07-27 19:00:00,2036-02-07 00:28:16,1,813 E 6TH AVE,7715.000000000000000,361.709236057999988
PID.0590445,04013421902,66.000000000000000,0.973200000000000,0.186680000000000,0.186680000000000,13919028,2008-05-07 19:00:00,2036-02-07 00:28:16,1,623 S TEMPLE ST,9152.000000000000000,414.002564000000007
